Name,Phone,Address,Phone2,URL,Email,"Price Level",Class,Price,"Best Price","Average Price",Amenities
"Lao Spirit Resort","+856 20 58 553 133","Xieng Lom, Luang Prabang Laos","+856 20 58 553 133",http://www.lao-spirit.com,info@lao-spirit.com,$$,3.0,"$113 - $159",,,Restaurant
"Sanctuary Hotel","+856 71 213 777","Kitsalat Road Ban Thongchaleun, Luang Prabang Laos","+856 71 213 777",http://www.sanctuaryluangprabang.com,gm@sanctuaryluangprabang.com,$,3.0,"$42 - $109",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Suites,Airport Transportation"
"Santi Resort & Spa","+856 71 253 478","Santi Resort Road, Ban Nadeuay, Luang Prabang 40000 Laos","+856 71 253 478",http://www.villasantihotel.com/santi-resort-&-spa/overview.html,marketing@villasantihotel.com,$$,3.5,"$66 - $149",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Indigo House","+856 71 212 264","Sisavangvong Rd., Ban Pakham In the center of town, Luang Prabang Laos","+856 71 212 264",http://www.indigohouse.la,info@indigohouse.la,$,0.0,"$51 - $78",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Restaurant,Airport Transportation"
"Four Seasons Resort Koh Samui Thailand","+66 2 650 2650","219 Moo 5, Ang Thong, Ko Samui 84140 Thailand","+66 2 650 2650",http://www.fourseasons.com/kohsamui/?source=takohsamuiblhotel,N/A,$$$$,5.0,"$673 - $1,654",$798,"$1,260","Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Gillhams Fishing Resorts","+66 86 164 4554","150 Moo 4 Tumbol Khothong, Khao Thong, Krabi Town 81000 Thailand","+66 86 164 4554",http://www.gillhamsfishingresorts.com,info@gillhamsfishingresorts.com,$$,0.0,$104,N/A,N/A,"Free Breakfast,Free Parking,Restaurant,Swimming Pool,Wheelchair access"
"The Forest by Wangz","+65 6500 3188","145A Moulmein Road, Singapore 308108 Singapore","+65 6500 3188",http://forestbywangz.com/,inquiry@forestbywangz.com,$$$,4.0,"$219 - $248",,,"Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Shuttle Bus service,Swimming Pool,Wheelchair access"
"The Ritz-Carlton, Millenia Singapore",800-542-8680,"7 Raffles Avenue, Singapore 039799 Singapore",800-542-8680,http://ad.doubleclick.net/clk;280406832;107295805;f?http://mobile.ritzcarlton.com/mt/www.ritzcarlton.com/en/Properties/Singapore/Default.htm?utm_campaign=R11918&pid=rccorpta,N/A,$$$$,5.0,"$385 - $719",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"The Fullerton Bay Hotel Singapore","+65 6222 8088","80 Collyer Quay, Singapore 049326 Singapore","+65 6222 8088",http://www.fullertonbayhotel.com?utm_source=TABLWEB&utm_medium=TABLWEB&utm_campaign=TABLWEB,reservations@fullertonbayhotel.com,$$$$,5.0,"$448 - $691",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Suites,Swimming Pool"
"Mandarin Oriental, Singapore","+65 6338 0066","5 Raffles Ave, Marina Square, Singapore 039797 Singapore","+65 6338 0066",http://www.mandarinoriental.com/singapore/?kw=MOSIN-Business-Listing&htl=MOSIN&eng=TripAdvisor&src=paidlisting&mkwid=WRNEh9ET,N/A,$$$$,5.0,"$326 - $531",$477,$436,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Wangz Hotel","+65 6595 1388","231 Outram Road, Singapore 169040 Singapore","+65 6595 1388",http://www.wangzhotel.com,inquiry@wangzhotel.com,$$$,4.0,"$192 - $251",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Wheelchair access"
"Lloyd's Inn","+65 6737 7309","2 Lloyd Road, Singapore 239091 Singapore","+65 6737 7309",http://lloydinn.com/,mail@lloydinn.com,$$,0.0,"$145 - $185",,,"Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Suites,Wheelchair access"
"Pan Pacific Singapore","+65 6336 8111","7 Raffles Boulevard Marina Square, Singapore 039595 Singapore","+65 6336 8111",http://www.panpacific.com/en/singapore/offers/rooms_and_suites.html?utm_source=tripadvisor&utm_medium=business_listing&utm_campaign=business+listing+jan2014+ppsin&utm_content=hotel+deals&utm_term=en,N/A,$$$$,4.5,"$258 - $647",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool"
"Four Seasons Hotel Singapore","+65 6734 1110","190 Orchard Blvd, Singapore 248646 Singapore","+65 6734 1110",http://www.fourseasons.com/singapore/?source=tasingaporeblhotel,N/A,$$$$,5.0,"$308 - $575",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Conrad Centennial Singapore","+65 6334 8888","2 Temasek Blvd, Singapore 038982 Singapore","+65 6334 8888",http://ad.doubleclick.net/ddm/clk/283729122;110561617;z;u=hotelidSINCICI?http://www3.hilton.com/en/hotels/int/SINCICI/index.html?WT.mc_id=zMWWAAA0EA1WW2DMH3Meta4DGGeneric7GW842004&utm_source=intlmeta&utm_medium=intlmeta&utm_campaign=intlmeta,SINCI-SalesAdm@hilton.com,$$$$,5.0,"$265 - $559",,,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"InterContinental Singapore",877-859-5095,"80 Middle Rd, Singapore 188966 Singapore",877-859-5095,http://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=sinhb&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-IC_SINHB&_PMID=99618083,N/A,$$$$,5.0,"$237 - $466",$217,$335,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Pan Pacific Orchard","+65 6737 0811","10 Claymore Road, Singapore 229540 Singapore","+65 6737 0811",http://www.panpacific.com/en/Orchard/Overview.html?utm_source=tripadvisor&utm_medium=business_listing&utm_campaign=business+listing+jan2014+ppsgo&utm_content=hotel+website,orchard@panpacific.com,$$$,4.5,"$204 - $406",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"The Fullerton Hotel Singapore","+65 6533 8388","1 Fullerton Square, Singapore 049178 Singapore","+65 6533 8388",http://www.fullertonhotel.com?utm_source=TABLWEB&utm_medium=TABLWEB&utm_campaign=TABLWEB,reservations@fullertonhotel.com,$$$$,5.0,"$280 - $454",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Naumi Hotel","+65 6403 6000","41 Seah Street, Singapore 188396 Singapore","+65 6403 6000",http://naumihotel.com/,naumi.aide@naumihotels.com,$$$,4.5,"$252 - $508",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Crowne Plaza Changi Airport Hotel",877-859-5095,"75 Airport Blvd #01-01 Changi Airport - Terminal 3, Singapore 819664 Singapore",877-859-5095,http://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=sincp&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-CP_SINCP&_PMID=99618083,N/A,$$$,4.5,"$241 - $357",$222,$289,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Pan Pacific Serviced Suites Beach Road, Singapore","+65 6678 8888","7500B Beach Road, Singapore 199592 Singapore","+65 6678 8888",http://www.panpacific.com/en/pan_pacific_serviced_suites_beach_road/index.html?utm_source=tripadvisor&utm_medium=business_listing&utm_campaign=business+listing+jan2014+ppssbr&utm_content=hotel+website,N/A,$$$,4.0,"$212 - $323",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Holiday Inn Singapore Orchard City Centre",877-859-5095,"11 Cavenagh Road, Singapore 229616 Singapore",877-859-5095,http://www.holidayinn.com/redirect?path=hd&brandCode=hi&hotelCode=sinpv&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-HI_SINPV&_PMID=99618083,N/A,$$$,4.0,"$195 - $370",$237,$253,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Fraser Suites Singapore","+65 6270 0800","491A River Valley Road, Singapore 248372 Singapore","+65 6270 0800",http://singapore-suites.frasershospitality.com/,sales.singapore@frasershospitality.com,$$$,5.0,"$252 - $340",,,"Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Shuttle Bus service,Suites,Swimming Pool"
"Grand Hyatt Singapore","+65 6738 1234","10 Scotts Road, Singapore 228211 Singapore","+65 6738 1234",http://singapore.grand.hyatt.com/en/hotel/home.html?src=corp_tripadvisor_businesslisting_sinrs_en_mobile&code=TB,N/A,$$$$,5.0,"$305 - $647",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"PARKROYAL on Pickering","+65 6809 8888","3 Upper Pickering Street, Singapore 058289 Singapore","+65 6809 8888",http://www.parkroyalhotels.com/en/hotels/singapore/pickering_street/parkroyal/index.html?utm_source=tripadvisor&utm_medium=business_listing&utm_campaign=business+listing+jan2014+prsps&utm_content=hotel+website,N/A,$$$$,4.5,"$246 - $401",,,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"The Scarlet Hotel","+65 6511 3333","33 Erskine Road, Singapore 069333 Singapore","+65 6511 3333",http://www.thayerinteractive.com/clickthru/clickthrough.rry/119765,reservations@thescarlethotel.com,$$$,4.0,"$169 - $284",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Suites"
"The St. Regis Singapore",6565066888,"29 Tanglin Road, Singapore 247911 Singapore",6565066888,http://www.stregissingapore.com/?EM=TRIPBUSS_BL_1533_ST_AP,stregis.singapore@stregis.com,$$$$,5.0,"$323 - $655",,,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Fraser Place Robertson Walk, Singapore","+65 6270 0800","11 Unity Street, Singapore 237995 Singapore","+65 6270 0800",http://singapore-place.frasershospitality.com/,sales.singapore@frasershospitality.com,$$$$,4.0,"$261 - $525",,,"Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Shuttle Bus service,Suites,Swimming Pool"
"Capri by Fraser Changi City","+65 6933 9833","3 Changi Business Park Central 1, Singapore 486037 Singapore","+65 6933 9833",http://singapore.capribyfraser.com,reservations.singapore@capribyfraser.com,$$$,4.0,"$181 - $339",,,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Regent Singapore","65 6733 8888","1 Cuscaden Rd, Singapore 249715 Singapore","65 6733 8888",http://www.regenthotels.com/EN/Singapore?utm_source=tripadvisor&utm_medium=tabl&utm_campaign=tablregentsingwebsitelink,N/A,$$$,5.0,"$217 - $414",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Goodwood Park Hotel","+65 6737 7411","22 Scotts Rd, Singapore 228221 Singapore","+65 6737 7411",https://www.yourreservation.net/tb3/index.cfm?bf=HASINGWP&iatanumber=GWTRIPAD,rmresv@goodwoodparkhotel.com,$$$,4.0,"$201 - $416",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Hotel Nostalgia Pte Ltd","+65 6808 1818","77 Tiong Bahru Road, Singapore 168727 Singapore","+65 6808 1818",http://www.hotelnostalgia.com.sg,reservation@hotelnostalgia.com.sg,$$,4.0,"$109 - $211",$139,$152,"Bar / Lounge,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Marina Bay Sands","011 65 6688 8897","10 Bayfront Avenue, Singapore 018956 Singapore","011 65 6688 8897",http://www.marinabaysands.com/index.html?utm_source=tripadvisor&utm_medium=partner&utm_campaign=businesslisting,N/A,$$$$,5.0,"$336 - $740",,,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Casino and Gambling,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Park Hotel Clarke Quay","+65 6593 8888","1 Unity Street, Singapore 237983 Singapore","+65 6593 8888",http://www.parkhotelgroup.com/clarkequay/default-en.html?utm_source=tripadvisor.com_bis_phcq_hotelwebsite&utm_medium=listing&utm_content=hotel_website&utm_campaign=phcq_business_listing,N/A,$$$,4.0,"$180 - $282",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Swimming Pool,Wheelchair access"
"Hilton Singapore","+65 6737 2233","581 Orchard Road, Singapore SG 238883 Singapore","+65 6737 2233",http://ad.doubleclick.net/ddm/clk/283729122;110561617;z;u=hotelidSINHITW?http://www3.hilton.com/en/hotels/int/SINHITW/index.html?WT.mc_id=zMWWAAA0EA1WW2DMH3Meta4DGGeneric7GW842004&utm_source=intlmeta&utm_medium=intlmeta&utm_campaign=intlmeta,SINHITWSAL@hilton.com,$$$$,4.5,"$231 - $514",$264,$327,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Marina Mandarin Singapore","+65 6845 1188","6 Raffles Boulevard,Marina Square, Singapore 039594 Singapore","+65 6845 1188",http://www.meritushotels.com/marina-mandarin-singapore/default-en.html?utm_source=Bizlisting&utm_medium=listing&utm_campaign=TAbizlistingMOS,N/A,$$$,4.5,"$230 - $432",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"The Daulat Hotel","+65 6408 5555","16 Madras Street, Singapore Singapore","+65 6408 5555",http://www.thedaulat.com/,guestservice@thedaulat.com,$$,3.5,"$125 - $168",,,"Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Restaurant,Suites,Swimming Pool,Airport Transportation"
"Jayleen 1918 Hotel","+65 6808 1918","42 Carpenter Street, Singapore 059921 Singapore","+65 6808 1918",http://www.jayleen1918.com.sg,rooms@jayleen1918.com.sg,$$,3.0,"$123 - $164",,,"Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Restaurant"
"Link Hotel","+65 6622 8585","50 Tiong Bahru Rd, Singapore 168733 Singapore","+65 6622 8585",http://www.linkhotel.com.sg/,tripadvisor@linkhotel.com.sg,$$,4.0,"$123 - $203",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Wheelchair access"
"V Hotel Bencoolen","+65 6388 2233","48 Bencoolen Street, Singapore 189267 Singapore","+65 6388 2233",http://www.vhotel.sg,vbn-res@vhotel.sg,$$,3.0,"$109 - $196",,,"Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Tresor Tavern Hotel","+65 6293 6005","26 Cavan Road Opp Road of Jalan Besar Stadium (East Gate), Singapore 209854 Singapore","+65 6293 6005",http://www.tresortavern.com,reservations@tresortavern.com,$,2.5,"$73 - $118",$118,$83,"Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi )"
"Sandpiper Hotel Singapore","+65 6293 6129","63 Dunlop Street, Singapore 209239 Singapore","+65 6293 6129",http://WWW.SANDPIPERHOTELS.COM,reservations@sandpiperhotels.com,$$,0.0,"$79 - $153",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Airport Transportation"
"The Residence At Singapore Recreation Club","+65 6595 0555","B Connaught Drive, Singapore 179682 Singapore","+65 6595 0555",http://www.src.org.sg,gra.res@src.org.sg,$$,4.0,"$169 - $200",,,"Bar / Lounge,Casino and Gambling,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool,Wheelchair access"
"Champion Hotel","+65 6342 0988","60 Joo Chiat Road #01-06, Singapore 427726 Singapore","+65 6342 0988",http://www.championhotel.com.sg/,contactus@championhotel.com.sg,$,0.0,"$74 - $96",,,"Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Suites,Wheelchair access"
"Premier Le Reve Hotel & Spa",00254733777173,"Sahl Hasheesh, Hurghada Egypt",00254733777173,http://www.tropicanagroupegypt.com/Hotels.aspx?HID=1&LangID=1,info@premieregypthotels.com,$$$,5.0,"$178 - $621",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Mercure Hurghada","+20 65 3464646","Safaga Road km 12, Hurghada Egypt","+20 65 3464646",http://logp3.xiti.com/gopc.url?xts=201912&xtor=adc-5021-[Tripadvisor]-[EG]-[0]-[0]-[0]&url=http://www.accorhotels.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1815&merchantid=PAR-EG&sourceid=Trip-1815-BusList,H1815@accor.com,$$,4.0,"$106 - $205",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Swimming Pool,Wheelchair access,Airport Transportation"
"Sunrise Grand Select Crystal Bay Resort","00202 33032435","Safaga Road, Hurghada Egypt","00202 33032435",https://www.sunrise-resorts.com/en/resorts/hurghada/SUNRISE-Grand-Select-Crystal-Bay-Resort/,info@sunrisehotels-egypt.com,$$,5.0,"$110 - $250",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Hilton Hurghada Long Beach Resort","+20 65 3461501","Sahl Hashish Road, Hurghada 67 Egypt","+20 65 3461501",http://ad.doubleclick.net/ddm/clk/283729122;110561617;z;u=hotelidHRGLBHI?http://www3.hilton.com/en/hotels/int/HRGLBHI/index.html?WT.mc_id=zMWWAAA0EA1WW2DMH3Meta4DGGeneric7GW842004&utm_source=intlmeta&utm_medium=intlmeta&utm_campaign=intlmeta,Reservations.longbeach@hilton.com,$$,4.0,"$97 - $269",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
Karma,"+20 114 150 1634","El Fanar St., Umm El Sid Hill, Sharm El Sheikh Egypt","+20 114 150 1634",http://www.elegantvacationshotels.com,reservations.karma@elegantvacationshotels.com,$,3.0,"$18 - $73",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Radisson Blu Resort, El Quseir","+20 65 3350260","El Quseir Safaga Road, El Quseir Egypt","+20 65 3350260",http://ad.doubleclick.net/clk;276986049;104391796;a,N/A,$$,5.0,"$108 - $223",,,"Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"InterContinental Taba Heights",877-859-5095,"P.O.Box 10 Taba Heights Taba Heights, Taba Egypt",877-859-5095,http://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=tcpha&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-IC_TCPHA&_PMID=99618083,N/A,$,5.0,"$69 - $124",,,"Bar / Lounge,Beach,Business Center with Internet Access,Casino and Gambling,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Royal Grand Sharm Hotel","+2 069 366 800","Om El Seid Hill, Sharm El Sheikh Egypt","+2 069 366 800",http://www.royalgrandsharm.com,reservation@royalgrandsharm.com,$,4.0,"$51 - $197",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Fantazia Resort",0201220606001,"Red Sea 24km South Marsa Alam Red Sea 24km South Marsa Alam, Red Sea- Egypt, Marsa Alam Egypt",0201220606001,http://www.fantaziamarsaalam.com,reservations@fantaziamarsaalam.com,$$,4.0,"$70 - $184",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Island Garden Resort","+20 69 3621621","Sharks Bay, Sharm El Sheikh Egypt","+20 69 3621621",http://www.tiranaegypt.com,reda.abuagwa@islandgarden-egypt.com,$$,5.0,"$54 - $140",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Swimming Pool"
"Ibis Styles Dahab Lagoon","(+20)� 69 3 64 03 01","PO Box 23, Dahab Egypt","(+20)� 69 3 64 03 01",http://logp3.xiti.com/gopc.url?xts=201912&xtor=adc-5021-[Tripadvisor]-[EG]-[0]-[0]-[0]&url=http://www.accorhotels.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1718&merchantid=PAR-EG&sourceid=Trip-1718-BusList,H1718-FO@accor.com,$,4.0,"$55 - $144",,,"Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Suites,Swimming Pool,Wheelchair access"
"Sunrise Grand Select Montemare Resort","00202 33032435","El Fanar Street Hadabit Om El Sid, Sharm El Sheikh 1234 Egypt","00202 33032435",http://www.sunrisehotels-egypt.com/en/resorts/sharm-el-sheikh/SUNRISE-GRAND-SELECT-MONTEMARE-RESORT/,info@sunrisehotels-egypt.com,$$$,5.0,"$136 - $325",,,"Bar / Lounge,Beach,Beverage Selection,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Hilton Sharks Bay Resort","+20 69 3603333","Ras Nusrani Sharks Bay, Sharm El Sheikh 203 Egypt","+20 69 3603333",http://ad.doubleclick.net/ddm/clk/283729122;110561617;z;u=hotelidSSHSBHI?http://www3.hilton.com/en/hotels/int/SSHSBHI/index.html?WT.mc_id=zMWWAAA0EA1WW2DMH3Meta4DGGeneric7GW842004&utm_source=intlmeta&utm_medium=intlmeta&utm_campaign=intlmeta,Reservations.SharmSharks@hilton.com,$$,4.0,"$88 - $249",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Radisson Blu Resort, Sharm El Sheikh","+20 69 3710315","Nabq P.O. Box 180, Nabq Bay, Sharm El Sheikh Egypt","+20 69 3710315",http://ad.doubleclick.net/clk;276986458;104391796;e,N/A,$$,5.0,"$59 - $164",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Crowne Plaza Sahara Sands Port Ghalib Resort",877-859-5095,"Port Ghalib PO Box 23, Marsa Alam Egypt",877-859-5095,http://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=ptgss&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-CP_PTGSS&_PMID=99618083,N/A,$$,5.0,"$61 - $148",,,"Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
