Name,Phone,Address,Phone2,URL,Email,"Price Level",Class,Price,"Best Price","Average Price",Amenities
"Chiangmai Garden Hotel",,"43 Sukasem 12, T. Patan, A. Muang, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,0.0,"$14 - $16",,,"Room Service"
"Royal View Resort Chiangmai",,"47 soi Wiang Bua, Chotana Rd, T.Changpueak, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,0.0,"$17 - $28",,,"Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant"
"ChiangMai Phucome Hotel",,"2 Khankhlong Chonprathan Road, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,0.0,"$35 - $76",,,"Bar / Lounge,Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"B2 Sirithorn Hotel",,"47/3 Siritorn Rd. Tambon Chang Phueak, Amphur Muang,, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,0.0,"$12 - $21",,,
"Kangsadarn Resort",,"192 Moo1, Pongyang Nai Village, Maerim, Chiang Mai 50180 Thailand",N/A,N/A,N/A,$,0.0,"$78 - $81",,,"Free Parking,Restaurant,Room Service,Airport Transportation"
"Baan Din Ki",,"21 Huaykaew Road Suthep subdistrict, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,3.0,"$18 - $30",,,"Free High Speed Internet ( Wi-Fi ),Free Parking"
Ampawan,,"10/2 rajadamnoen Road, Soi 5, T.Sriphum, A.Muang, Chiang Mai Thailand",N/A,N/A,N/A,$,0.0,"$10 - $13",,,Restaurant
"Diamond Riverside Hotel",,"33/10 Charoen Prated Rd., Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,3.0,"$16 - $24",,,"Children Activities ( Kid / Family Friendly ),Restaurant,Swimming Pool,Wheelchair access"
"The Wise House",,"333 Moo 8, Tambon Mae Hia, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,3.0,"$14 - $21",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Wheelchair access,Airport Transportation"
"Paradise Lodge and Spa",,"12 Srichandon Road Changklan, A.Muang, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,3.0,"$13 - $15",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Assaradevi Villa and Spa Chiang Mai",,"313 Moo 2 Tambol Sanphakwan Amper Hangdong, Chiang Mai 50230 Thailand",N/A,N/A,N/A,$,4.0,"$45 - $73",,,"Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Room Service,Swimming Pool"
"Natee Place",,"77/2 Sripingmuang T. Changklan, A, Muang, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,0.0,"$11 - $16",,,"Free Parking"
"Sinthana Resort",,"165-166 Moo 14, Suthep Road, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,3.0,"$30 - $38",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Airport Transportation"
"North Star Guest House",,"38 Soi 2 Moonmuang Rd., Pra Sing, Muang, Chiang Mai 50200, Chiang Mai 50200 Thailand",N/A,N/A,N/A,,0.0,$0,,,
"TL Residence",,"194 Mahidol Road Pa Dad, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,2.0,"$14 - $25",,,"Free Parking,Room Service"
"Chomdoi House Hotel",,"13 Chomdoi Rd. T.Suthep, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,2.0,"$13 - $15",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Airport Transportation"
"Diamond River Ping Petch-Ngam Hotel",,"33/10 Charoenprated Road Changklan, Muang, Chiang Mai 51200 Thailand",N/A,N/A,N/A,$,0.0,"$16 - $24",,,"Free Parking,Restaurant,Swimming Pool"
"Gemtree Hotel",,"18 Village No. 3 Sanklang, Sankamphaeng, Chiang Mai 50130 Thailand",N/A,N/A,N/A,$,0.0,"$17 - $21",,,
"Impress Boutique Hotel",,"489 Moo 8 Maehia, Amphoe Muang, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,0.0,"$14 - $20",,,
"Kampaeng Ngam Hotel",,"18 Kampaengdin Rd., T.Changklan, A.Muang, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,3.5,"$34 - $44",,,
"Palace Place",,"9/19 Rat U Thit Rd. T.Wat Ket, A.Muang, Chiang Mai 50000 Thailand",N/A,N/A,N/A,$,0.0,"$17 - $30",,,
"The Residence Hotel",,"156/81 Moo 10 Cholprathan Rd, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,0.0,"$17 - $24",,,
"Royal Orchid Park",,"1 Chang Puak, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,0.0,"$42 - $44",,,
"Sang Suk Mansion",,"8/8-9 Chiang Mai-Hang Dong Rd., T.Padad, A.Muang, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,0.0,"$18 - $21",,,"Free Parking,Restaurant,Room Service,Airport Transportation"
"Tee O Chunapa Resort and Spa",,"28 Kan Klong Chon Prathan Road, T.Patan, A.Muang, Pa Ton, Chiang Mai Thailand",N/A,N/A,N/A,$,3.5,"$25 - $27",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool"
"Sai Nam Min",,"175 Moo 6, Chiang Mai-Hod Rd., Hang-Dong, Chiang Mai 50230 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Saitum Guest House",,"21 Ratcharmaka Soi 2, Moonmuang Rd., T. Prasing, Chiang Mai 50200 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Sankampaeng Resort",,"108 Moo 10 Sankampaeng, Onluay, T. Rongwawdang, A. Sankampang, Chiang Mai 50130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Santhitham Hotel",,"5 Hassadisewee Rd. T. Chang Phuak A. Muang, Chiang Mai 50300 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Sibsongpanna Villa Hotel",,"66/2 Moo 10 Baan U-Mong, T. Sutep, A. Muang, Chiang Mai 50200 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Srirachawong Hotel",,"103 Rachawong Rd. Muang Dist., Chiang Mai 50300 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Swairiang Chiangmai",,"308 Moo 1 Soi 8, Tambol Nong Phung, Amphur Sarapee, Chiang Mai 50140 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Thipsiri Place",,"105 Faham, Muang, Chiang Mai, Chiang Mai 50000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Warorot Grand Palace",,"Chiang Mai Land, Chang Klan, Chiang Mai 50100, Chiang Mai 50200 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Yod Doi Resort",,"1129 Kraisorasit Road, Vieng District, Amphur Muang, 57000, Chiang Mai 50230 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"137 Pillars House","+66 53 247 788","2 Soi 1, Na Wat Gate Road Wat Gate, Chiang Mai 50000 Thailand","+66 53 247 788",http://www.137pillarshouse.com,info@137pillarshouse.com,$$$$,5.0,"$340 - $852",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool"
"Rimping Village","+66 53 243 915","13/1 soi 2, Chiangmai-Lamphun Rd. Wat Gate, Chiang Mai 50000 Thailand","+66 53 243 915",http://www.rimpingvillage.com,rimpingvillage@gmail.com,$$,3.5,"$76 - $159",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Suites,Swimming Pool,Wheelchair access"
Rachamankha,,"6 Rachamanhka 9 Phra Singh, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$$$,5.0,"$144 - $457",,,"Bar / Lounge,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Suites,Swimming Pool"
"Tamarind Village",,"50/1 Rajdamnoen Road Si Phum, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$$,4.0,"$119 - $241",,,"Bar / Lounge,Free Breakfast,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool"
Sirilanna,,"89/3 Ratchapakinai Road Phrasing, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$$,4.0,"$95 - $242",,,"Bar / Lounge,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Airport Transportation"
"Yaang Come Village",,"90/3 Sridonchai Rd Changkhlan, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$$,4.0,"$83 - $196",,,"Bar / Lounge,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool"
"The Peaberry","+66 53 217 888","11/1 Arak Rd. Sripoom, Chiang Mai 50200 Thailand","+66 53 217 888",http://www.thepeaberrychiangmai.com/index.php,peaberrycm@gmail.com,$,3.0,"$29 - $55",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Suites,Airport Transportation"
"Kantary Hills, Chiang Mai",,"44 Nimmanhaemin Road Suthep, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$$,4.0,"$81 - $186",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool"
"Empress Hotel",,"199/42 Chang Klan Rd, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,4.0,"$46 - $114",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool"
"De Lanna Hotel, Chiang Mai","+66 53 326277-8","44 Intavarorot Rd. Tambol Sriphum, Chiang Mai 50200 Thailand","+66 53 326277-8",http://www.delannahotel.com,reservation@delannahotel.com,$,4.0,"$69 - $109",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Holiday Inn Chiang Mai",877-859-5095,"318/1 Chiangmai-Lamphun Road T. Watket, A. Muang, Chiang Mai 50000 Thailand",877-859-5095,http://www.holidayinn.com/redirect?path=hd&brandCode=hi&hotelCode=cnxcm&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-HI_CNXCM&_PMID=99618083,N/A,$,4.0,"$50 - $160",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Royal Shilton Resort",,"159/8 Jedyod Soi 7 Jedyod-Changkian Rd Changpuek Muang, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,3.0,"$22 - $50",,,"Free Parking,Swimming Pool"
"Yantarasiri Resort",,"24/17 Nimmanhaemin Road Soi 6 Tambol Suthep Amphur Muang, Chiang Mai Thailand",N/A,N/A,N/A,$,3.5,"$65 - $93",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool,Airport Transportation"
"Hotel M Chiang Mai",,"2 - 6 Ratchadamnoen Road, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,3.0,"$38 - $66",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Airport Transportation"
"B2 Thippanate",,"67/6 Thippanate Road, Haiya, Muang, Chiang Mai 50000 Thailand",N/A,N/A,N/A,$,0.0,"$14 - $23",,,"Free Parking"
"Airport Resident",,"47/2 Soi 1 Mahidol Road Haiya, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,0.0,"$17 - $30",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Room Service,Airport Transportation"
"Amora Resort Tapae Chiangmai",,"22 Chaiyapooum Road Tambol Changmoi, Amphur Muang, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,3.5,"$34 - $57",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Spa,Suites,Swimming Pool,Airport Transportation"
"Bulun Buri Resort Chiangmai",,"28 Moo 5, Mae Ha , Baanpong, Hang Dong, Chiang Mai 50230 Baanpong, Amphur Hangdong, Chiang Mai 50230 Thailand",N/A,N/A,N/A,$,2.5,"$17 - $22",,,"Bar / Lounge,Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Swimming Pool,Airport Transportation"
"Romena Grand Hotel",,"2 Nuntaram Road,Haiya, Chiang Mai 50000 Thailand",N/A,N/A,N/A,$,3.0,"$29 - $61",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant"
"The Granary Resort",,"120/1 Moo 6 Sanpeesua Rd Amphur Muang, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$$,4.0,"$112 - $160",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool,Airport Transportation"
"The Forest Resort & Spa",,"104/1 Moo 6 Tambul Nonghoi 104/1 Moo 6 Tambul Nonghoi, Chiang Mai 50000 Thailand",N/A,N/A,N/A,$,0.0,"$60 - $62",,,"Bar / Lounge,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Shuttle Bus service,Suites,Airport Transportation"
"Lyceum Home",,"49/7-8 Arrak Road, Suandok Gate, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,0.0,"$19 - $37",,,"Free Parking,Restaurant"
"Victoria Nimman Hotel",,"108 Soi Nimmanhaemin 17, Sirimangkalajarn Road Suthep, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,3.0,"$23 - $44",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service"
"BP Chiang Mai City Hotel",,"154 Rachmanka Road, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,2.5,"$21 - $35",,,"Free Parking,Restaurant,Room Service,Swimming Pool,Airport Transportation"
"Chiang Mai Resort & Spa",,"Chonpratan Road, Chiang Mai 50200 Thailand",N/A,N/A,N/A,,3.0,$0,,,"Bar / Lounge,Children Activities ( Kid / Family Friendly ),Room Service,Spa"
"Blue Lagoon Resort Hua Hin",,"1574 Phetkasem Road (Sai Tai) Cha-Am, Phetchaburi, Hua Hin 76120 Thailand",N/A,N/A,N/A,$$$,0.0,"$215 - $326",N/A,N/A,"Beach,Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Suites,Swimming Pool"
"Marriott Hua Hin Resort & Spa",,"107/1 Phetkasem Beach Road, Hua Hin 77110 Thailand",N/A,N/A,N/A,$$$,4.5,"$112 - $485",N/A,N/A,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Lunar Hut Resort",,"Takiab-Huad Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Fresh Inn Hotel",,"132 Naresdamri Rd, Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Room Service,Swimming Pool"
"Chan Chay Hotel",,"117/1-18 Phetchasem Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Peony Hotel",,"172/4 Naresdamri Rd., Hua Hin 77100 Thailand",N/A,N/A,N/A,$,3.0,"$68 - $69",N/A,N/A,
"Jed Pee Nong Hotel",,"17 Damneonkasem Road, Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking,Room Service,Swimming Pool"
"Dusita Resort Pranburi",,"290 Moo 4 Paknampran Kaokralok Beach Pranburi, Prachuabkhirikhan, Hua Hin 77220 Thailand",N/A,N/A,N/A,$,0.0,"$46 - $124",N/A,N/A,"Restaurant,Spa,Swimming Pool,Airport Transportation"
"Minitel Hotel",,"55/6 Petckasem Road, Nhonggae District, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Room Service,Swimming Pool"
"Subhamitra Hotel",,"19 Amnuaysin Rd, Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking,Restaurant,Swimming Pool"
"Sun Dance Hua Hin Hotel",,"222, Soi Huahin 86, Phetkasem Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking"
"Suksant Hotel",,"11 Suksant Hotel Sooscuk Rd. A.Mueng, Prachuap Khiri Khan Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Suanson Pradipat Resort",,"Petchakasem Road, Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"The Beer O'clock",,"1/81 - 82, Soi Khaotakiab Nongkae, Hua Hin 77110 Thailand",N/A,N/A,N/A,$,0.0,"$15 - $46",N/A,N/A,Restaurant
"Topmarks hotel",,"100/4-6 poolsuk rd. Huahin, Hua Hin 77110 Thailand",N/A,N/A,N/A,$,0.0,$1,N/A,N/A,"Bar / Lounge,Fitness Center with Gym / Workout Room,Restaurant"
"The Sunny Clown Guest House Hua Hin",,"113/32 Had Thip Village Phetkasem Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Baan Thai Resort",,"13/36-40 Baan Huadon, Nongkae, Hua Hin 77120 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Pananchai Hotel",,"Pananchai Hotel Hua Hin__ 71, Naepkhehad Rd, Hua Hin,Prachuabkhirikhan Nhongkae Hua-Hin, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Restaurant"
"Baan Saang Fenng Foo",,"Soi Selakam Prachuap kiri khan, Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Mongkol Resort",,"223/92 Moo 15, Hin Lek Fai Prachuabkirikhan, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,Kitchenette
"Siripetch Kasem",,"7/5-8 Srasrong Rd., Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Changs Guesthouse",,"198/46 Chom-cin Road Soi Ka-jorn-kit-ja-ren tambon, Hua Hin Thailand",N/A,N/A,N/A,$,0.0,"$9 - $15",N/A,N/A,
"I-Resort Cliff View",,"101/3 Petchkasem Road Pak Nam Pran, Pak Nam Pran 77220 Thailand",N/A,N/A,N/A,$$,3.0,"$77 - $310",N/A,N/A,
"Kaeng Krachan Country Club And Resort",,"19 Moo 12. Kaeng Krachan, Hua Hin 76130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Baan Na Takiab",,"14/1-2 Soi Mooban Takiab, Tambol Nongkae, Hua Hin 77110 Thailand",N/A,N/A,N/A,$,0.0,"$40 - $70",N/A,N/A,"Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Swimming Pool"
"Baan Raivada",,"49-50 Huadon T. Nongkae, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Baan Raktawan",,"88 Takiabtai Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Cheya Resort Hua Hin",,"1463 Petchkasem Road, Before Hua Hin Air Port, Hua Hin Beachfront, Hua Hin / Cha-am, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking,Swimming Pool"
"Condochain Hua Hin Condominium",,"145 Petchakasem Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Khao Takiab Resort",,"2/1-5 Nong Kae Rd. Khao Takiab, Hua Hin 77110 Thailand",N/A,N/A,N/A,$$,0.0,"$184 - $187",,,
"M & D Bungalow Resort",,"5/4 Khao Takiab Village, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Pacific Beach Club",,"75/225 Petchkasem Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Pananchai Village",,"21/7 Khaotakiab Soi Pananchai, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Restaurant,Room Service"
"Prayurasak Resort",,"39 Phetchkasem Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Saway Rahatdi",,"130/1 Baan Nuan Takhiap, Hua Hin Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Ta-Nan-Chai Hotel",,"11 Damrongraj Rd., Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Top center",,"3 Sa-song Rd., Huahin, Hua Hin 77110 Thailand",N/A,N/A,N/A,$,0.0,$1,N/A,N/A,
"Vegas Hotel",,"1/6 Takieb Rd. Nong-Kae, Hua Hin 77110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Jaidee Resort","+66 86 528 1232","302 Moo 1 Tab Tai, Hua Hin 77110 Thailand","+66 86 528 1232",http://www.jaideeresort.com,info@jaideeresort.com,$,3.0,"$55 - $93",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Centara Grand Beach Resort & Villas Hua Hin",,"1 Damnernkasem Road, Hua Hin 77110 Thailand",N/A,http://www.centarahotelsresorts.com/centaragrand/chbr/index.asp?utm_source=CHBRB&utm_medium=TABLWB&utm_term=Centara%20Hotels%20and%20Resorts&utm_campaign=Business_Listing,chbr@chr.co.th,$$$,5.0,"$121 - $546",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Devasom Hua Hin Resort","+66 32 442 789","1446/23 Petchkasem Road (km 221), Hua Hin 76120 Thailand","+66 32 442 789",http://www.devasom.com,reservation@devasom.com,$$$,4.0,"$144 - $262",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Putahracsa Hua Hin",,"22 / 65 Nahb Kaehat Road, Hua Hin 77110 Thailand",N/A,N/A,N/A,$$,5.0,"$145 - $281",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Aleenta Resort Pranburi",,"183 Moo 4, Paknampran, Pranburi, Hua Hin 77220 Thailand",N/A,N/A,N/A,$$$,4.0,"$135 - $466",,,"Bar / Lounge,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Swimming Pool"
"Cape Nidhra",,"97/2 Petchkasem Road, Hua Hin 77110 Thailand",N/A,N/A,N/A,$$$,5.0,"$192 - $821",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Hyatt Regency Hua Hin","+66 32 521 234","91 Hua Hin - Khao Takiap Road Prachuap Khiri Khan, Hua Hin 77110 Thailand","+66 32 521 234",http://huahin.regency.hyatt.com/en/hotel/home.html?src=corp_tripadvisor_businesslisting_huahi_en_mobile&code=TB,N/A,$$$,5.0,"$163 - $411",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Rest Detail Hotel Hua Hin",,"19/119 Huan Hin Soi 19, Tambol Hua Hin, Amphur Hua Hin, Hua Hin 77110 Thailand",N/A,N/A,N/A,$$,4.5,"$128 - $889",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Anantara Hua Hin Resort and Spa",,"43 / 1 Phetkasem Road, Hua Hin 77110 Thailand",N/A,http://huahin.anantara.com/?utm_source=ADVERTISINGS&utm_medium=SponsoredListing&utm_term=HuaHin&utm_content=Home&utm_campaign=Tripadvisor1Y,huahin@anantara.com,$$$,4.5,"$123 - $361",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Long Beach Inn",,"223/4 Moo 4 Sam Roi Yot National Park, Hua Hin 77120 Thailand",N/A,N/A,N/A,$,3.0,"$47 - $60",,,"Bar / Lounge,Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Amari Hua Hin",,"117/74 Takiab Road Nongkae, Hua Hin 77110 Thailand",N/A,http://www.amari.com/huahin/?utm_source=tripadvisor&utm_medium=bl&utm_content=website&utm_campaign=AHH,reservations.huahin@amari.com,$$,4.0,"$82 - $218",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Dusit Thani Hua Hin Hotel",,"1349 Petchkasem Road, Hua Hin 76120 Thailand",N/A,N/A,N/A,$$$,4.5,"$119 - $344",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"The Rock Hua Hin Resort","+66 2 642 5497","4/44 Moo Baan Takiab Road, Hua Hin 77110 Thailand","+66 2 642 5497",http://www.therockhuahin.com/,info@therockhuahin.com,$$$,4.5,"$106 - $358",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
